ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
24514113;55.8;24.1;0;0;0;31.9;9.14;4.55;0.01;9.09;11608;0.588;0.4246;0;23.7872;0.0001;324771;326125;318.367;0;99;-2.93;18.565;24513970;0.4244;0;23.7796;0.0001;0.783;496.651;6.27;10.19;8.021;2240.47;2249.81;1;24513874;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24514260;55.9;24;0;0;0;31.8;7.87;3.91;0;7.8;11652;0.586;0.4248;0;23.7987;0.0001;324999;326353;329.118;0;99;-2.722;18.602;24514175;0.4247;0;23.796;0.0001;0.783;496.585;3.37;8.84;8.069;2242.43;2251.78;1;24514120;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24514458;55.9;24.1;0;0;0;31.9;8.33;4.14;-0.05;8.26;11679;0.579;0.425;0;23.8085;0.0001;325170;326524;167.97;0;99;-2.791;18.588;24514264;0.4248;0;23.8023;0.0001;0.783;496.506;5.47;10.83;8.037;2243.22;2252.57;1;24514264;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24514651;55.9;24.2;0;0;0;31.9;6.89;3.42;0;6.83;11709;0.586;0.4252;0;23.8219;0.0001;325457;326811;60.6735;0;99;-2.532;18.622;24514461;0.425;0;23.8085;0.0001;0.783;496.556;3.54;8.5;8.059;2244.01;2253.36;1;24514463;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24514748;55.8;24.2;0;0;0;31.8;10.95;5.47;0.03;10.91;11564;0.578;0.4254;0;23.8338;0.0001;325625;326979;104.36;0;99;-3.239;18.526;24514652;0.4252;0;23.8219;0.0001;0.783;497.051;4.92;9.25;8.079;2245.99;2255.33;1;24514653;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24514850;56;24.1;0;0;0;31.9;8.66;4.31;-0.07;8.6;11635;0.581;0.4255;0;23.8406;0.0001;325739;327093;111.31;0;99;-2.856;18.57;24514749;0.4254;0;23.8338;0.0001;0.783;496.473;5.51;10.13;7.98;2247.16;2256.5;1;24514845;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24514964;55.8;24.1;0;0;0;32;8.35;4.15;0.07;8.29;11649;0.572;0.4256;0;23.847;0.0001;325853;327207;97.3973;0;99;-2.752;18.604;24514851;0.4255;0;23.8406;0.0001;0.782;496.416;4.2;8.89;8.029;2247.94;2257.29;1;24514845;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24515041;55.7;24.1;0;0;0;31.9;9.72;4.83;0.03;9.65;11593;0.593;0.4258;0;23.8537;0.0001;325966;327320;0.594787;0;99;-2.997;18.544;24514994;0.4256;0;23.847;0.0001;0.782;496.408;6.17;11.44;8.038;2248.73;2258.07;1;24514995;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24515139;55.8;24.2;0;0;0;31.9;10.7;5.34;0.01;10.65;11549;0.594;0.4259;0;23.862;0.0001;326078;327432;298.817;0;99;-3.166;18.525;24515094;0.4258;0;23.8579;0.0001;0.782;496.061;6.88;11.2;7.987;2249.89;2259.23;1;24515094;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24515281;55.9;24.1;0;0;0;31.9;9.3;4.63;-0.08;9.23;11606;0.596;0.426;0;23.8693;0.0001;326192;327546;261.565;0;99;-2.924;18.559;24515189;0.426;0;23.8659;0.0001;0.781;495.8;4.14;7.76;7.999;2250.67;2260.01;1;24515189;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24515382;55.8;24.1;0;0;0;31.9;9.41;4.68;0.02;9.35;11599;0.598;0.4262;0;23.8802;0.0001;326362;327716;22.8345;0;99;-2.938;18.566;24515286;0.4261;0;23.873;0.0001;0.781;495.742;5.05;9.1;8.01;2251.45;2260.79;1;24515286;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24515730;55.8;24.1;0;0;0;31.8;8.67;4.32;-0.01;8.61;11631;0.574;0.4265;0;23.8963;0.0001;326646;328000;172.845;0;99;-2.83;18.581;24515383;0.4262;0;23.8802;0.0001;0.781;495.666;4.81;9.58;8.005;2252.23;2261.58;1;24515623;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24515963;55.8;24.1;0;0;0;31.9;8.6;4.27;0;8.53;11693;0.601;0.4268;0;23.9123;0.0001;326931;328287;329.659;0;99;-2.806;18.584;24515733;0.4265;0;23.8963;0.0001;0.781;495.617;4.82;10.22;8.025;2254.2;2263.55;1;24515819;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24516067;55.8;24.1;0;0;0;31.8;8.2;4.07;0.01;8.14;11642;0.593;0.427;0;23.9249;0.0001;327158;328514;292.846;0;99;-2.749;18.603;24515965;0.4268;0;23.9123;0.0001;0.781;495.602;4.22;7.65;8.072;2256.17;2265.53;1;24516012;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24516255;55.9;24;0;0;0;31.9;9.02;4.49;-0.02;8.96;11639;0.594;0.4272;0;23.9355;0.0001;327328;328684;60.3368;0;99;-2.912;18.572;24516161;0.4271;0;23.9285;0.0001;0.781;495.756;4.12;8.67;8.031;2258.12;2267.48;1;24516162;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24516403;55.9;24.1;0;0;0;31.8;8.86;4.41;-0.02;8.8;11642;0.579;0.4274;0;23.9451;0.0001;327499;328855;214.64;0;99;-2.86;18.57;24516355;0.4273;0;23.9386;0.0001;0.781;495.694;4.48;9.56;8.041;2259.3;2268.66;1;24516355;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24516601;55.9;24.1;0;0;0;31.9;8.34;4.16;0.01;8.29;11651;0.588;0.4276;0;23.958;0.0001;327729;329085;323.513;0;99;-2.794;18.598;24516503;0.4275;0;23.951;0.0001;0.781;495.732;4.05;8.68;8.07;2260.87;2270.22;1;24516601;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24516794;55.8;24.1;0;0;0;31.8;8.53;4.24;0.05;8.48;11625;0.581;0.4278;0;23.9671;0.0001;327898;329254;11.1405;0;99;-2.81;18.589;24516648;0.4277;0;23.9637;0.0001;0.781;495.726;4.89;9.08;8.05;2262.44;2271.8;1;24516601;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24516989;55.9;24.1;0;0;0;32;9.43;4.7;-0.04;9.37;11657;0.59;0.4281;0;23.9819;0.0001;328124;329480;277.668;0;99;-2.983;18.562;24516843;0.4279;0;23.9713;0.0001;0.781;495.501;5.05;11.04;8.002;2263.22;2272.58;1;24516795;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24517138;55.9;24.2;0;0;0;31.8;8.87;4.42;-0.01;8.81;11629;0.585;0.4283;0;23.9949;0.0001;328351;329707;237.523;0;99;-2.875;18.579;24516992;0.4281;0;23.9847;0.0001;0.781;495.448;4.37;8.44;8.063;2264.79;2274.15;1;24516990;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24517387;55.9;24.1;0;0;0;31.9;6.99;3.45;0;6.89;11723;0.582;0.4284;0;24.0031;0.0001;328523;329879;99.6859;0;99;-2.565;18.623;24517140;0.4283;0;23.9949;0.0001;0.781;495.335;3.19;8.01;8.025;2265.97;2275.32;1;24517142;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24517582;55.9;24.1;0;0;0;31.9;7.91;3.93;-0.01;7.84;11682;0.577;0.4287;0;24.0209;0.0001;328865;330221;119.535;0;99;-2.704;18.6;24517389;0.4284;0;24.0031;0.0001;0.781;495.673;5.14;8.65;8.09;2267.15;2276.51;1;24517390;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24517870;55.7;24;0;0;0;31.9;8.79;4.38;0.1;8.74;11591;0.583;0.429;0;24.0343;0.0001;329093;330449;69.2263;0;99;-2.855;18.592;24517585;0.4287;0;24.0209;0.0001;0.782;495.9;3.78;8.58;8.06;2269.51;2278.87;1;24517632;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24518021;55.8;24.1;0;0;0;31.9;10.31;5.14;-0.03;10.26;11607;0.596;0.4294;0;24.0575;0.0001;329431;330787;227.037;0;99;-3.123;18.536;24517873;0.429;0;24.0343;0.0001;0.782;495.857;7.15;12.24;7.999;2271.08;2280.44;1;24517927;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24518163;55.9;24.1;0;0;0;31.8;10.54;5.25;-0.01;10.48;11592;0.591;0.4296;0;24.0698;0.0001;329601;330957;301.265;0;99;-3.157;18.535;24518023;0.4294;0;24.0575;0.0001;0.78;495.175;4.88;11.16;8.008;2273.42;2282.78;1;24518075;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24518359;55.9;24;0;0;0;31.8;7.89;3.93;0;7.84;11655;0.598;0.4297;0;24.0759;0.0001;329715;331071;350.788;0;99;-2.72;18.597;24518166;0.4296;0;24.0698;0.0001;0.78;494.811;3.18;8.2;8;2274.59;2283.94;1;24518306;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24518500;55.8;24.1;0;0;0;32;9.4;4.69;0.02;9.36;11598;0.591;0.43;0;24.0897;0.0001;329941;331297;238.393;0;99;-2.965;18.568;24518362;0.4297;0;24.0759;0.0001;0.78;494.924;4.81;8.11;8.044;2275.38;2284.74;1;24518405;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24518645;55.8;24.1;0;0;0;31.9;11;5.5;0.02;10.96;11540;0.587;0.4302;0;24.1025;0.0001;330111;331467;321.172;0;99;-3.25;18.515;24518501;0.43;0;24.0897;0.0001;0.78;494.71;5.05;10.05;8.003;2276.95;2286.3;1;24518503;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24518795;56;24;0;0;0;31.8;8.83;4.39;-0.09;8.77;11661;0.578;0.4304;0;24.1123;0.0001;330280;331636;49.4678;0;99;-2.872;18.56;24518744;0.4302;0;24.1025;0.0001;0.779;494.246;4.88;9.84;7.965;2278.11;2287.46;1;24518744;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24518941;55.9;24.1;0;0;0;31.9;8.26;4.11;0.05;8.21;11635;0.584;0.4306;0;24.1218;0.0001;330453;331809;315.192;0;99;-2.778;18.594;24518842;0.4305;0;24.118;0.0001;0.779;494.356;3.89;7.86;8.058;2280.07;2289.42;1;24518941;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24519145;55.9;24.1;0;0;0;31.9;9.44;4.71;0;9.4;11605;0.584;0.4307;0;24.1327;0.0001;330621;331977;352.938;0;99;-2.97;18.549;24518942;0.4306;0;24.1252;0.0001;0.779;494.31;4.34;8.56;8.027;2280.85;2290.21;1;24518941;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24519381;55.7;24;0;0;0;31.9;9.77;4.87;0.02;9.72;11588;0.586;0.431;0;24.147;0.0001;330847;332203;208.102;0;99;-3.022;18.561;24519147;0.4307;0;24.1327;0.0001;0.779;494.166;4.49;8.86;8.009;2281.63;2290.99;1;24519148;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24519526;55.8;24.1;0;0;0;31.9;10.86;5.42;0;10.81;11556;0.594;0.4314;0;24.1716;0.0001;331185;332541;350.453;0;99;-3.197;18.529;24519426;0.4312;0;24.156;0.0001;0.778;493.573;6.37;12.31;7.945;2283.97;2293.32;1;24519483;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24519675;55.9;24.1;0;0;0;31.9;9.46;4.72;0;9.41;11599;0.579;0.4316;0;24.1826;0.0001;331356;332712;142.599;0;99;-2.969;18.561;24519576;0.4315;0;24.1752;0.0001;0.777;493.112;5.84;11.68;7.988;2285.91;2295.27;1;24519674;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24519872;56.1;24.1;0;0;0;31.9;7.95;3.95;-0.08;7.87;11708;0.589;0.4318;0;24.1919;0.0001;331527;332883;320.273;0;99;-2.717;18.593;24519725;0.4317;0;24.1862;0.0001;0.777;493.037;4.35;9.24;8.014;2287.09;2296.44;1;24519674;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24520065;55.6;24.1;0;0;0;31.9;7.91;3.92;0.13;7.83;11540;0.591;0.432;0;24.2031;0.0001;331755;333111;312.29;0;99;-2.654;18.608;24519875;0.4318;0;24.1937;0.0001;0.778;493.562;2.7;6.53;8.137;2288.27;2297.63;1;24519873;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24520352;55.9;24.1;0;0;0;31.9;11.33;5.66;-0.1;11.27;11597;0.572;0.4323;0;24.2209;0.0001;331980;333336;137.992;0;99;-3.287;18.508;24520067;0.432;0;24.2031;0.0001;0.778;493.62;5.22;12.75;7.965;2289.45;2298.81;1;24520158;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24520454;55.8;24.1;0;0;0;31.9;8.2;4.07;0.04;8.13;11611;0.595;0.4326;0;24.236;0.0001;332264;333620;296.277;0;99;-2.744;18.594;24520450;0.4324;0;24.2237;0.0001;0.777;493.057;3.27;6.78;8.044;2291.4;2300.76;1;24520451;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24520554;55.8;24.1;0;0;0;31.9;10.36;5.16;0;10.3;11566;0.593;0.4327;0;24.244;0.0001;332378;333734;256.777;0;99;-3.13;18.534;24520450;0.4324;0;24.2237;0.0001;0.777;493.057;3.27;6.78;8.044;2291.4;2300.76;1;24520451;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24520649;55.8;24;0;0;0;32;10.27;5.13;-0.03;10.23;11565;0.59;0.4329;0;24.252;0.0001;332491;333847;206.358;0;99;-3.113;18.534;24520558;0.4327;0;24.244;0.0001;0.777;493.027;5.06;10.33;7.982;2293.76;2303.12;1;24520559;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24520748;55.9;24;0;0;0;31.9;9.16;4.55;-0.07;9.08;11627;0.576;0.433;0;24.2584;0.0001;332604;333960;127.603;0;99;-2.921;18.566;24520653;0.4329;0;24.252;0.0001;0.777;492.832;4.04;10.86;7.98;2294.54;2303.89;1;24520654;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24520842;55.9;24.1;0;0;0;31.9;9.12;4.54;0.03;9.05;11635;0.579;0.4331;0;24.2654;0.0001;332718;334074;139.376;0;99;-2.92;18.576;24520750;0.433;0;24.2591;0.0001;0.777;492.848;4.02;9.4;8.022;2295.31;2304.67;1;24520793;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24521041;55.9;24.1;0;0;0;31.9;9.96;4.98;0.01;9.92;11608;0.575;0.4333;0;24.2732;0.0001;332831;334187;74.7432;0;99;-3.064;18.562;24520843;0.4331;0;24.2654;0.0001;0.777;492.796;4.49;9.11;8.029;2296.1;2305.46;1;24521040;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24521134;55.7;24;0;0;0;31.9;11.46;5.73;0;11.42;11517;0.581;0.4336;0;24.29;0.0001;333054;334410;175.905;0;99;-3.3;18.514;24521043;0.4333;0;24.2732;0.0001;0.777;492.664;4.95;9.19;8.011;2296.88;2306.24;1;24521040;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24521240;55.8;24.1;0;0;0;32;10.05;5.02;0;10;11566;0.572;0.4337;0;24.2978;0.0001;333169;334525;198.764;0;99;-3.071;18.54;24521238;0.4336;0;24.2941;0.0001;0.775;491.915;3.88;9.13;7.97;2298.81;2308.17;1;24521239;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24521430;55.9;24.1;0;0;0;32;8.96;4.46;-0.04;8.89;11654;0.589;0.4339;0;24.3083;0.0001;333339;334695;319.018;0;99;-2.899;18.576;24521238;0.4336;0;24.2941;0.0001;0.775;491.915;3.88;9.13;7.97;2298.81;2308.17;1;24521239;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24521625;55.9;24.1;0;0;0;31.9;10.94;5.47;0.01;10.9;11567;0.582;0.4342;0;24.3245;0.0001;333564;334920;157.949;0;99;-3.221;18.531;24521432;0.4339;0;24.3083;0.0001;0.775;491.953;3.51;7.36;8.043;2300.38;2309.74;1;24521481;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24521769;55.8;24.1;0;0;0;32;9.35;4.66;0.03;9.29;11592;0.582;0.4344;0;24.3389;0.0001;333791;335147;101.231;0;99;-2.937;18.581;24521627;0.4342;0;24.3252;0.0001;0.775;491.527;7;10.6;7.981;2301.94;2311.3;1;24521628;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24521966;55.9;24.1;0;0;0;31.9;9.53;4.75;-0.05;9.47;11628;0.597;0.4346;0;24.35;0.0001;333961;335317;224.588;0;99;-2.979;18.56;24521772;0.4344;0;24.3389;0.0001;0.775;491.604;6.04;11.5;7.999;2303.51;2312.87;1;24521773;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24522114;55.8;24.1;0;0;0;31.9;10.89;5.44;0.01;10.84;11578;0.584;0.4349;0;24.3662;0.0001;334186;335542;57.6386;0;99;-3.211;18.533;24521970;0.4346;0;24.35;0.0001;0.775;491.549;4.15;8.71;8.024;2304.68;2314.04;1;24521970;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24522404;55.8;24.1;0;0;0;31.9;9.3;4.64;0.06;9.26;11597;0.604;0.4351;0;24.3733;0.0001;334299;335655;334.725;0;99;-2.936;18.586;24522117;0.4349;0;24.3662;0.0001;0.774;491.088;4.07;7.65;7.991;2306.24;2315.59;1;24522118;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24522505;55.9;24.1;0;0;0;31.9;10.54;5.26;-0.01;10.49;11577;0.568;0.4355;0;24.3971;0.0001;334638;335994;137.505;0;99;-3.16;18.541;24522504;0.4352;0;24.3813;0.0001;0.774;491.002;4.87;10.32;7.988;2307.8;2317.15;1;24522505;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24522695;55.7;24;0;0;0;31.9;10.43;5.21;0.05;10.38;11550;0.575;0.4356;0;24.4051;0.0001;334752;336108;127.932;0;99;-3.137;18.541;24522504;0.4352;0;24.3813;0.0001;0.774;491.002;4.87;10.32;7.988;2307.8;2317.15;1;24522505;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24522844;55.9;24.1;0;0;0;32;10.4;5.19;-0.04;10.33;11610;0.586;0.4359;0;24.4213;0.0001;334977;336333;333.634;0;99;-3.123;18.547;24522703;0.4356;0;24.4051;0.0001;0.773;490.552;5.9;12.71;7.969;2310.13;2319.49;1;24522703;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24522988;55.6;24.1;0;0;0;32;10.99;5.5;0.12;10.96;11482;0.591;0.4361;0;24.433;0.0001;335146;336502;20.871;0;99;-3.215;18.543;24522846;0.4359;0;24.4213;0.0001;0.773;490.361;4.86;8.67;8.013;2311.69;2321.05;1;24522886;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24523088;55.9;24;0;0;0;32;12.04;6.01;-0.11;11.97;11548;0.594;0.4364;0;24.4472;0.0001;335314;336670;10.7367;0;99;-3.385;18.491;24523086;0.4362;0;24.4386;0.0001;0.772;489.787;7.11;14.01;7.888;2313.23;2322.59;1;24523087;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24523276;55.9;24.1;0;0;0;32;9.07;4.52;0;9.02;11615;0.573;0.4366;0;24.457;0.0001;335484;336840;132.332;0;99;-2.905;18.589;24523086;0.4362;0;24.4386;0.0001;0.772;489.787;7.11;14.01;7.888;2313.23;2322.59;1;24523087;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24523472;55.9;24.1;0;0;0;32;9.85;4.91;0;9.79;11577;0.589;0.4368;0;24.4722;0.0001;335711;337067;109.432;0;99;-3.033;18.561;24523280;0.4366;0;24.4605;0.0001;0.772;489.907;4.35;8.36;8.021;2315.59;2324.94;1;24523281;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24523623;55.8;24.1;0;0;0;32;9.98;4.98;0.01;9.92;11576;0.597;0.4371;0;24.4877;0.0001;335937;337293;352.268;0;99;-3.075;18.547;24523477;0.4368;0;24.4722;0.0001;0.772;489.873;5.79;10.46;7.988;2316.76;2326.12;1;24523477;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24523767;55.9;24.1;0;0;0;32.1;10.77;5.38;-0.01;10.72;11556;0.587;0.4373;0;24.4995;0.0001;336105;337461;356.424;0;99;-3.186;18.525;24523675;0.4371;0;24.4877;0.0001;0.772;489.847;3.95;8.41;7.99;2318.32;2327.68;1;24523675;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24523962;55.8;24.1;0;0;0;32;8.92;4.44;0;8.86;11616;0.582;0.4375;0;24.5099;0.0001;336276;337632;129.894;0;99;-2.873;18.567;24523826;0.4374;0;24.5033;0.0001;0.772;489.655;5.11;9.37;7.992;2319.86;2329.22;1;24523827;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24524059;55.6;24.1;0;0;0;32;11.48;5.74;0.07;11.45;11491;0.59;0.4377;0;24.5222;0.0001;336444;337800;155.203;0;99;-3.299;18.51;24523972;0.4376;0;24.5139;0.0001;0.772;489.773;5.93;11.26;7.986;2321.05;2330.4;1;24523973;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24524161;55.9;24.1;0;0;0;32;10.46;5.21;-0.14;10.38;11569;0.581;0.4379;0;24.5305;0.0001;336557;337913;106.438;0;99;-3.124;18.52;24524160;0.4378;0;24.5267;0.0001;0.771;489.339;4.64;10.3;7.95;2322.2;2331.56;1;24524161;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24524352;55.8;24.1;0;0;0;32;9.03;4.5;0.04;8.98;11604;0.584;0.438;0;24.5375;0.0001;336671;338027;105.376;0;99;-2.896;18.567;24524160;0.4378;0;24.5267;0.0001;0.771;489.339;4.64;10.3;7.95;2322.2;2331.56;1;24524161;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24524451;55.9;24.1;0;0;0;32;11.58;5.78;-0.07;11.51;11602;0.574;0.4383;0;24.5549;0.0001;336896;338252;268.091;0;99;-3.306;18.495;24524355;0.438;0;24.5375;0.0001;0.771;489.445;5.93;11.03;8.008;2323.38;2332.74;1;24524356;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
24524555;56.2;24.1;0;0;0;32;1.71;0.7;-0.12;1.44;11892;0.574;0.4383;0;24.5563;0.0001;337014;338370;125.225;0;99;-1.506;18.721;24524454;0.4383;0;24.5554;0.0001;0.771;488.979;2.65;5.87;8.007;2324.94;2334.3;1;24524455;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
